--------------------------------
Loading column definition...
Checking column definition...
Loading data...
Dropping columns / rows...
Checking for NA values...
Setting data types...
Dropping columns / rows...
Encoding data...
	Updated column definition:
		id: REAL_VALUED (ID)
		time: DATE (TIME)
		gl: REAL_VALUED (TARGET)
		fast_insulin: REAL_VALUED (OBSERVED_INPUT)
		slow_insulin: REAL_VALUED (OBSERVED_INPUT)
		calories: REAL_VALUED (OBSERVED_INPUT)
		balance: REAL_VALUED (OBSERVED_INPUT)
		quality: REAL_VALUED (OBSERVED_INPUT)
		HR: REAL_VALUED (OBSERVED_INPUT)
		BR: REAL_VALUED (OBSERVED_INPUT)
		Posture: REAL_VALUED (OBSERVED_INPUT)
		Activity: REAL_VALUED (OBSERVED_INPUT)
		HRV: REAL_VALUED (OBSERVED_INPUT)
		CoreTemp: REAL_VALUED (OBSERVED_INPUT)
		time_year: REAL_VALUED (KNOWN_INPUT)
		time_month: REAL_VALUED (KNOWN_INPUT)
		time_day: REAL_VALUED (KNOWN_INPUT)
		time_hour: REAL_VALUED (KNOWN_INPUT)
		time_minute: REAL_VALUED (KNOWN_INPUT)
Interpolating data...
	Dropped segments: 1
	Extracted segments: 8
	Interpolated values: 0
	Percent of values interpolated: 0.00%
Splitting data...
	Train: 4654 (47.17%)
	Val: 2016 (20.43%)
	Test: 2057 (20.85%)
	Test OOD: 1140 (11.55%)
Scaling data...
	No scaling applied
Data formatting complete.
--------------------------------
Current value: 0.05686379596590996, Current params: {'in_len': 132, 'max_samples_per_ts': 100}
Current value: 0.04903969168663025, Current params: {'in_len': 144, 'max_samples_per_ts': 50}
Best value: 0.047637928277254105, Best params: {'in_len': 24, 'max_samples_per_ts': 200}
Current value: 0.04750720039010048, Current params: {'in_len': 12, 'max_samples_per_ts': 150}
Best value: 0.04750720039010048, Best params: {'in_len': 12, 'max_samples_per_ts': 150}
Current value: 0.04750720039010048, Current params: {'in_len': 12, 'max_samples_per_ts': 150}
Best value: 0.04750720039010048, Best params: {'in_len': 12, 'max_samples_per_ts': 150}
Current value: 0.06173223629593849, Current params: {'in_len': 192, 'max_samples_per_ts': 150}
Best value: 0.04750720039010048, Best params: {'in_len': 12, 'max_samples_per_ts': 150}
Current value: 0.04750720039010048, Current params: {'in_len': 12, 'max_samples_per_ts': 150}
Best value: 0.04750720039010048, Best params: {'in_len': 12, 'max_samples_per_ts': 150}
Current value: 0.05041348561644554, Current params: {'in_len': 36, 'max_samples_per_ts': 150}
Best value: 0.04750720039010048, Best params: {'in_len': 12, 'max_samples_per_ts': 150}
Current value: 0.04750720039010048, Current params: {'in_len': 12, 'max_samples_per_ts': 150}
Best value: 0.04750720039010048, Best params: {'in_len': 12, 'max_samples_per_ts': 150}
Current value: 0.05469584837555885, Current params: {'in_len': 96, 'max_samples_per_ts': 100}
Best value: 0.04750720039010048, Best params: {'in_len': 12, 'max_samples_per_ts': 150}
Current value: 0.04931597784161568, Current params: {'in_len': 48, 'max_samples_per_ts': 200}
Best value: 0.04750720039010048, Best params: {'in_len': 12, 'max_samples_per_ts': 150}
Current value: 0.050440382212400436, Current params: {'in_len': 108, 'max_samples_per_ts': 150}
Best value: 0.04750720039010048, Best params: {'in_len': 12, 'max_samples_per_ts': 150}
Current value: 0.0718282088637352, Current params: {'in_len': 192, 'max_samples_per_ts': 100}
Best value: 0.04750720039010048, Best params: {'in_len': 12, 'max_samples_per_ts': 150}
Current value: 0.046677280217409134, Current params: {'in_len': 12, 'max_samples_per_ts': 200}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.046677280217409134, Current params: {'in_len': 12, 'max_samples_per_ts': 200}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.04897863790392876, Current params: {'in_len': 36, 'max_samples_per_ts': 200}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.047637928277254105, Current params: {'in_len': 24, 'max_samples_per_ts': 200}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.04931597784161568, Current params: {'in_len': 48, 'max_samples_per_ts': 200}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.046677280217409134, Current params: {'in_len': 12, 'max_samples_per_ts': 200}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.047637928277254105, Current params: {'in_len': 24, 'max_samples_per_ts': 200}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.04931597784161568, Current params: {'in_len': 48, 'max_samples_per_ts': 200}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.047637928277254105, Current params: {'in_len': 24, 'max_samples_per_ts': 200}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.04972641542553902, Current params: {'in_len': 72, 'max_samples_per_ts': 200}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.04754549637436867, Current params: {'in_len': 120, 'max_samples_per_ts': 200}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.04750720039010048, Current params: {'in_len': 12, 'max_samples_per_ts': 150}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.04897863790392876, Current params: {'in_len': 36, 'max_samples_per_ts': 200}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.04750720039010048, Current params: {'in_len': 12, 'max_samples_per_ts': 150}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.04897863790392876, Current params: {'in_len': 36, 'max_samples_per_ts': 200}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.05105014145374298, Current params: {'in_len': 60, 'max_samples_per_ts': 150}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.047637928277254105, Current params: {'in_len': 24, 'max_samples_per_ts': 200}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.05304468050599098, Current params: {'in_len': 168, 'max_samples_per_ts': 200}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.05098901689052582, Current params: {'in_len': 48, 'max_samples_per_ts': 150}
Best value: 0.046677280217409134, Best params: {'in_len': 12, 'max_samples_per_ts': 200}
Current value: 0.04635326564311981, Current params: {'in_len': 12, 'max_samples_per_ts': 50}
Best value: 0.04635326564311981, Best params: {'in_len': 12, 'max_samples_per_ts': 50}
Current value: 0.04982166364789009, Current params: {'in_len': 72, 'max_samples_per_ts': 50}
Best value: 0.04635326564311981, Best params: {'in_len': 12, 'max_samples_per_ts': 50}
Current value: 0.047417301684617996, Current params: {'in_len': 24, 'max_samples_per_ts': 50}
Best value: 0.04635326564311981, Best params: {'in_len': 12, 'max_samples_per_ts': 50}
Current value: 0.047417301684617996, Current params: {'in_len': 24, 'max_samples_per_ts': 50}
Best value: 0.04635326564311981, Best params: {'in_len': 12, 'max_samples_per_ts': 50}
Current value: 0.047417301684617996, Current params: {'in_len': 24, 'max_samples_per_ts': 50}
Best value: 0.04635326564311981, Best params: {'in_len': 12, 'max_samples_per_ts': 50}
Current value: 0.04635326564311981, Current params: {'in_len': 12, 'max_samples_per_ts': 50}
Best value: 0.04635326564311981, Best params: {'in_len': 12, 'max_samples_per_ts': 50}
Current value: 0.048033397644758224, Current params: {'in_len': 12, 'max_samples_per_ts': 100}
Best value: 0.04635326564311981, Best params: {'in_len': 12, 'max_samples_per_ts': 50}
Current value: 0.04830029234290123, Current params: {'in_len': 36, 'max_samples_per_ts': 50}
Best value: 0.04635326564311981, Best params: {'in_len': 12, 'max_samples_per_ts': 50}
Current value: 0.04635326564311981, Current params: {'in_len': 12, 'max_samples_per_ts': 50}
Best value: 0.04635326564311981, Best params: {'in_len': 12, 'max_samples_per_ts': 50}
Current value: 0.049324315041303635, Current params: {'in_len': 60, 'max_samples_per_ts': 50}
Best value: 0.04635326564311981, Best params: {'in_len': 12, 'max_samples_per_ts': 50}
Current value: 0.04830029234290123, Current params: {'in_len': 36, 'max_samples_per_ts': 50}
Best value: 0.04635326564311981, Best params: {'in_len': 12, 'max_samples_per_ts': 50}
	Train: 4825 (48.90%)
	Val: 2016 (20.43%)
	Test: 2057 (20.85%)
	Test OOD: 969 (9.82%)
	No scaling applied
	Seed: 10 ID errors (MSE, MAE) stats: {'min': [array([1.4696159, 0.9182625], dtype=float32)], 'max': [array([4554.1436 ,   56.09532], dtype=float32)], 'mean': [array([364.0556  ,  11.709263], dtype=float32)], 'std': [array([672.4705  ,  10.439735], dtype=float32)], 'quantile25': [array([22.91722679,  4.10058355])], 'median': [array([107.74552155,   8.58362389])], 'quantile75': [array([411.77818298,  16.59764767])]}
	Seed: 10 OOD errors (MSE, MAE) stats: {'min': [array([4.946388, 1.722374], dtype=float32)], 'max': [array([10530.778  ,    88.08835], dtype=float32)], 'mean': [array([1154.6609  ,   21.674923], dtype=float32)], 'std': [array([1883.8436  ,   17.890541], dtype=float32)], 'quantile25': [array([117.80541801,   8.09458411])], 'median': [array([467.2416687 ,  16.92835712])], 'quantile75': [array([1099.63555908,   27.90869713])]}
	Train: 4825 (48.90%)
	Val: 2016 (20.43%)
	Test: 2057 (20.85%)
	Test OOD: 969 (9.82%)
	No scaling applied
	Seed: 11 ID errors (MSE, MAE) stats: {'min': [array([1.4696159, 0.9182625], dtype=float32)], 'max': [array([4554.1436 ,   56.09532], dtype=float32)], 'mean': [array([364.0556  ,  11.709263], dtype=float32)], 'std': [array([672.4705  ,  10.439735], dtype=float32)], 'quantile25': [array([22.91722679,  4.10058355])], 'median': [array([107.74552155,   8.58362389])], 'quantile75': [array([411.77818298,  16.59764767])]}
	Seed: 11 OOD errors (MSE, MAE) stats: {'min': [array([4.946388, 1.722374], dtype=float32)], 'max': [array([10530.778  ,    88.08835], dtype=float32)], 'mean': [array([1154.6609  ,   21.674923], dtype=float32)], 'std': [array([1883.8436  ,   17.890541], dtype=float32)], 'quantile25': [array([117.80541801,   8.09458411])], 'median': [array([467.2416687 ,  16.92835712])], 'quantile75': [array([1099.63555908,   27.90869713])]}
	Train: 4514 (45.75%)
	Val: 2016 (20.43%)
	Test: 2057 (20.85%)
	Test OOD: 1280 (12.97%)
	No scaling applied
	Seed: 12 ID errors (MSE, MAE) stats: {'min': [array([0.53363985, 0.4637591 ], dtype=float32)], 'max': [array([17181.664  ,   116.85438], dtype=float32)], 'mean': [array([740.65466 ,  15.616908], dtype=float32)], 'std': [array([1899.2175  ,   16.239374], dtype=float32)], 'quantile25': [array([38.18240643,  5.26185131])], 'median': [array([190.5403595 ,  11.38781452])], 'quantile75': [array([610.88452148,  19.92693472])]}
	Seed: 12 OOD errors (MSE, MAE) stats: {'min': [array([0.6651351, 0.6285121], dtype=float32)], 'max': [array([6166.3774 ,   64.99292], dtype=float32)], 'mean': [array([340.2314  ,  11.260537], dtype=float32)], 'std': [array([784.46063 ,  10.368755], dtype=float32)], 'quantile25': [array([31.54381895,  4.54089415])], 'median': [array([92.82991791,  8.10105872])], 'quantile75': [array([285.28089905,  14.17000651])]}
	Train: 4738 (48.02%)
	Val: 2016 (20.43%)
	Test: 2057 (20.85%)
	Test OOD: 1056 (10.70%)
	No scaling applied
	Seed: 13 ID errors (MSE, MAE) stats: {'min': [array([1.6802932 , 0.81639796], dtype=float32)], 'max': [array([14204.508   ,   106.662384], dtype=float32)], 'mean': [array([684.463   ,  14.814129], dtype=float32)], 'std': [array([1761.1204  ,   15.891607], dtype=float32)], 'quantile25': [array([40.10644817,  5.30511999])], 'median': [array([142.32805634,   9.88796377])], 'quantile75': [array([547.30873108,  18.8984127 ])]}
	Seed: 13 OOD errors (MSE, MAE) stats: {'min': [array([0.5595394 , 0.44577026], dtype=float32)], 'max': [array([9337.349   ,   80.375206], dtype=float32)], 'mean': [array([825.64514 ,  17.603735], dtype=float32)], 'std': [array([1495.5243  ,   15.305595], dtype=float32)], 'quantile25': [array([80.00946045,  7.28914905])], 'median': [array([261.85214233,  13.43395233])], 'quantile75': [array([683.07019043,  21.03068542])]}
	Train: 4654 (47.17%)
	Val: 2016 (20.43%)
	Test: 2057 (20.85%)
	Test OOD: 1140 (11.55%)
	No scaling applied
	Seed: 14 ID errors (MSE, MAE) stats: {'min': [array([1.1360544 , 0.80619556], dtype=float32)], 'max': [array([19033.549  ,   122.24805], dtype=float32)], 'mean': [array([739.7859   ,  15.2494335], dtype=float32)], 'std': [array([2019.2466  ,   16.537302], dtype=float32)], 'quantile25': [array([46.47405052,  5.47854114])], 'median': [array([167.93573761,  10.53825665])], 'quantile75': [array([574.09455872,  19.39726448])]}
	Seed: 14 OOD errors (MSE, MAE) stats: {'min': [array([3.8273056, 1.7581533], dtype=float32)], 'max': [array([6144.414  ,   66.94814], dtype=float32)], 'mean': [array([506.31284,  14.54943], dtype=float32)], 'std': [array([889.20135 ,  11.874015], dtype=float32)], 'quantile25': [array([57.96983337,  6.37687302])], 'median': [array([167.37841797,  10.30223465])], 'quantile75': [array([533.90405273,  18.72598457])]}
	Train: 4885 (49.51%)
	Val: 2016 (20.43%)
	Test: 2057 (20.85%)
	Test OOD: 909 (9.21%)
	No scaling applied
	Seed: 15 ID errors (MSE, MAE) stats: {'min': [array([1.481248 , 1.1403675], dtype=float32)], 'max': [array([15989.051   ,   112.986664], dtype=float32)], 'mean': [array([708.54706 ,  14.874505], dtype=float32)], 'std': [array([1847.8177  ,   16.243324], dtype=float32)], 'quantile25': [array([36.60821438,  4.53778195])], 'median': [array([155.11026001,   9.91836882])], 'quantile75': [array([600.98815918,  20.05188274])]}
	Seed: 15 OOD errors (MSE, MAE) stats: {'min': [array([4.0136185, 1.6298777], dtype=float32)], 'max': [array([2497.8503  ,   40.709988], dtype=float32)], 'mean': [array([248.52547 ,  10.603316], dtype=float32)], 'std': [array([382.62018 ,   7.496826], dtype=float32)], 'quantile25': [array([48.92589569,  5.57966769])], 'median': [array([108.67412567,   8.94150496])], 'quantile75': [array([285.37948608,  13.71363807])]}
	Train: 4825 (48.90%)
	Val: 2016 (20.43%)
	Test: 2057 (20.85%)
	Test OOD: 969 (9.82%)
	No scaling applied
	Seed: 16 ID errors (MSE, MAE) stats: {'min': [array([1.4696159, 0.9182625], dtype=float32)], 'max': [array([4554.1436 ,   56.09532], dtype=float32)], 'mean': [array([364.0556  ,  11.709263], dtype=float32)], 'std': [array([672.4705  ,  10.439735], dtype=float32)], 'quantile25': [array([22.91722679,  4.10058355])], 'median': [array([107.74552155,   8.58362389])], 'quantile75': [array([411.77818298,  16.59764767])]}
	Seed: 16 OOD errors (MSE, MAE) stats: {'min': [array([4.946388, 1.722374], dtype=float32)], 'max': [array([10530.778  ,    88.08835], dtype=float32)], 'mean': [array([1154.6609  ,   21.674923], dtype=float32)], 'std': [array([1883.8436  ,   17.890541], dtype=float32)], 'quantile25': [array([117.80541801,   8.09458411])], 'median': [array([467.2416687 ,  16.92835712])], 'quantile75': [array([1099.63555908,   27.90869713])]}
	Train: 4514 (45.75%)
	Val: 2016 (20.43%)
	Test: 2057 (20.85%)
	Test OOD: 1280 (12.97%)
	No scaling applied
	Seed: 17 ID errors (MSE, MAE) stats: {'min': [array([0.53363985, 0.4637591 ], dtype=float32)], 'max': [array([17181.664  ,   116.85438], dtype=float32)], 'mean': [array([740.65466 ,  15.616908], dtype=float32)], 'std': [array([1899.2175  ,   16.239374], dtype=float32)], 'quantile25': [array([38.18240643,  5.26185131])], 'median': [array([190.5403595 ,  11.38781452])], 'quantile75': [array([610.88452148,  19.92693472])]}
	Seed: 17 OOD errors (MSE, MAE) stats: {'min': [array([0.6651351, 0.6285121], dtype=float32)], 'max': [array([6166.3774 ,   64.99292], dtype=float32)], 'mean': [array([340.2314  ,  11.260537], dtype=float32)], 'std': [array([784.46063 ,  10.368755], dtype=float32)], 'quantile25': [array([31.54381895,  4.54089415])], 'median': [array([92.82991791,  8.10105872])], 'quantile75': [array([285.28089905,  14.17000651])]}
	Train: 4514 (45.75%)
	Val: 2016 (20.43%)
	Test: 2057 (20.85%)
	Test OOD: 1280 (12.97%)
	No scaling applied
	Seed: 18 ID errors (MSE, MAE) stats: {'min': [array([0.53363985, 0.4637591 ], dtype=float32)], 'max': [array([17181.664  ,   116.85438], dtype=float32)], 'mean': [array([740.65466 ,  15.616908], dtype=float32)], 'std': [array([1899.2175  ,   16.239374], dtype=float32)], 'quantile25': [array([38.18240643,  5.26185131])], 'median': [array([190.5403595 ,  11.38781452])], 'quantile75': [array([610.88452148,  19.92693472])]}
	Seed: 18 OOD errors (MSE, MAE) stats: {'min': [array([0.6651351, 0.6285121], dtype=float32)], 'max': [array([6166.3774 ,   64.99292], dtype=float32)], 'mean': [array([340.2314  ,  11.260537], dtype=float32)], 'std': [array([784.46063 ,  10.368755], dtype=float32)], 'quantile25': [array([31.54381895,  4.54089415])], 'median': [array([92.82991791,  8.10105872])], 'quantile75': [array([285.28089905,  14.17000651])]}
	Train: 4738 (48.02%)
	Val: 2016 (20.43%)
	Test: 2057 (20.85%)
	Test OOD: 1056 (10.70%)
	No scaling applied
	Seed: 19 ID errors (MSE, MAE) stats: {'min': [array([1.6802932 , 0.81639796], dtype=float32)], 'max': [array([14204.508   ,   106.662384], dtype=float32)], 'mean': [array([684.463   ,  14.814129], dtype=float32)], 'std': [array([1761.1204  ,   15.891607], dtype=float32)], 'quantile25': [array([40.10644817,  5.30511999])], 'median': [array([142.32805634,   9.88796377])], 'quantile75': [array([547.30873108,  18.8984127 ])]}
	Seed: 19 OOD errors (MSE, MAE) stats: {'min': [array([0.5595394 , 0.44577026], dtype=float32)], 'max': [array([9337.349   ,   80.375206], dtype=float32)], 'mean': [array([825.64514 ,  17.603735], dtype=float32)], 'std': [array([1495.5243  ,   15.305595], dtype=float32)], 'quantile25': [array([80.00946045,  7.28914905])], 'median': [array([261.85214233,  13.43395233])], 'quantile75': [array([683.07019043,  21.03068542])]}
RS ID (MSE, MAE) errors stats: {'mean': array([[613.13904 ,  14.173071]], dtype=float32), 'std': array([[1510.437   ,   14.460116]], dtype=float32), 'quantile25': array([[34.65940609,  4.87138677]]), 'quantile75': array([[533.76882935,  18.68197198]]), 'median': array([[150.25597534,  10.01468682]]), 'min': array([[1.1987656 , 0.77254236]], dtype=float32), 'max': array([[12863.904  ,    96.74086]], dtype=float32)}
RS OOD (MSE, MAE) errors stats: {'mean': array([[689.0805  ,  15.916661]], dtype=float32), 'std': array([[1226.7783  ,   13.475992]], dtype=float32), 'quantile25': array([[71.49623609,  6.44412736]]), 'quantile75': array([[634.01732941,  20.07371044]]), 'median': array([[247.99715881,  12.11998918]]), 'min': array([[2.579457 , 1.1332229]], dtype=float32), 'max': array([[7740.843   ,   72.765236]], dtype=float32)}
